src,tgt,p_src,p_tgt
1816,1578,696346,578337
884,1578,99023,578337
1577,1579,578309,578347
1576,1580,578306,578365
1577,1580,578309,578365
2345,1582,1128291,578646
2347,1582,1128319,578646
2676,1582,1153899,578646
2677,1582,1153900,578646
1581,1582,578645,578646
1583,1582,578649,578646
2345,1584,1128291,578650
2666,1584,1153853,578650
1583,1584,578649,578650
2365,1585,1128943,578669
2372,1585,1128978,578669
1581,1587,578645,578845
1617,1587,593240,578845
1623,1587,593559,578845
1624,1587,593560,578845
1582,1588,578646,578898
2365,1589,1128943,579008
2372,1589,1128978,579008
1287,1589,248425,579008
1627,1589,593921,579008
1634,1589,594387,579008
2346,1590,1128314,579108
2350,1591,1128425,582139
2423,1591,1130680,582139
2352,1592,1128437,582343
2352,1593,1128437,582349
1526,1594,545647,582511
1597,1596,590022,589923
2360,1598,1128856,591016
1599,1598,591017,591016
2360,1599,1128856,591017
2364,1600,1128935,592826
2364,1601,1128935,592830
1603,1602,592975,592973
1604,1602,592986,592973
1604,1603,592986,592975
1603,1604,592975,592986
2365,1605,1128943,592993
2372,1605,1128978,592993
1612,1605,593105,592993
2365,1606,1128943,592996
2372,1606,1128978,592996
2367,1607,1128946,593022
2371,1608,1128977,593060
1618,1610,593248,593091
2377,1611,1129015,593104
1627,1611,593921,593104
1628,1611,593942,593104
1617,1613,593240,593155
1638,1614,594649,593201
1616,1615,593210,593209
2569,1617,1136791,593240
1616,1617,593210,593240
830,1620,87363,593328
830,1621,87363,593329
2373,1622,1128982,593544
1624,1623,593560,593559
1623,1624,593559,593560
2377,1628,1129015,593942
2674,1628,1153896,593942
2674,1629,1153896,594011
1628,1629,593942,594011
2377,1631,1129015,594039
2400,1632,1129629,594047
1766,1632,650834,594047
2379,1633,1129021,594119
2381,1635,1129040,594483
2676,1636,1153899,594511
2677,1636,1153900,594511
2387,1645,1129367,601462
2388,1645,1129368,601462
2389,1645,1129369,601462
2392,1648,1129494,604073
2398,1649,1129610,606479
1652,1651,608191,608190
747,1651,70970,608190
747,1652,70970,608191
2401,1654,1129683,608326
2482,1654,1131611,608326
2683,1655,1153946,610529
2486,1656,1131719,612306
1182,1656,193347,612306
2405,1657,1129907,613409
1809,1658,689439,616336
2407,1659,1130069,617378
2408,1660,1130080,617575
2409,1661,1130243,621555
2411,1662,1130454,626530
2684,1662,1154012,626530
1663,1662,626531,626530
1664,1662,626574,626530
2411,1663,1130454,626531
1664,1663,626574,626531
2684,1664,1154012,626574
1045,1665,139547,626999
1883,1665,911198,626999
1883,1666,911198,627024
1668,1667,628459,628458
2416,1669,1130600,628500
1160,1669,188471,628500
1671,1670,628668,628667
1673,1672,628764,628751
1896,1672,950986,628751
2413,1675,1130567,628815
1673,1676,628764,628888
2421,1677,1130676,630817
2422,1678,1130678,630890
1446,1679,396412,631015
1680,1679,631052,631015
1878,1681,884094,632796
550,1682,40583,632874
1685,1684,633031,633030
1684,1685,633030,633031
2424,1686,1130780,633081
467,1686,31489,633081
551,1686,40605,633081
1681,1686,632796,633081
1682,1686,632874,633081
551,1687,40605,633585
1688,1687,633721,633585
1878,1687,884094,633585
2428,1688,1130915,633721
1692,1689,634975,634902
1692,1690,634975,634904
2426,1691,1130847,634938
1305,1696,259702,640617
2435,1697,1131149,641956
2436,1697,1131150,641956
2436,1698,1131150,641976
1783,1698,672070,641976
1784,1698,672071,641976
2437,1699,1131163,642593
2438,1700,1131164,642621
2452,1700,1131258,642621
295,1700,16819,642621
1733,1701,645084,642641
2440,1702,1131167,642681
2450,1702,1131236,642681
1720,1702,644093,642681
1721,1702,644334,642681
1725,1702,644441,642681
1740,1702,646286,642681
2441,1703,1131172,642798
1727,1703,644470,642798
1702,1705,642681,642847
2442,1706,1131180,642894
2450,1706,1131236,642894
2459,1706,1131301,642894
2461,1706,1131312,642894
2465,1706,1131335,642894
1703,1706,642798,642894
1713,1706,643239,642894
1714,1706,643485,642894
1732,1706,645046,642894
1737,1706,645870,642894
1740,1706,646286,642894
1742,1706,646334,642894
1743,1706,646357,642894
2443,1707,1131184,642920
1708,1707,642930,642920
2443,1708,1131184,642930
2444,1709,1131189,643003
2445,1710,1131192,643069
2447,1711,1131198,643199
2450,1712,1131236,643221
2451,1712,1131257,643221
2460,1712,1131305,643221
2461,1712,1131312,643221
2464,1712,1131334,643221
2465,1712,1131335,643221
991,1712,126927,643221
295,1712,16819,643221
1706,1712,642894,643221
1713,1712,643239,643221
1714,1712,643485,643221
1720,1712,644093,643221
1726,1712,644448,643221
1729,1712,644577,643221
1738,1712,645897,643221
1740,1712,646286,643221
2461,1713,1131312,643239
2464,1713,1131334,643239
991,1713,126927,643239
295,1713,16819,643239
1712,1713,643221,643239
1720,1713,644093,643239
1712,1714,643221,643485
2686,1716,1154068,643695
1715,1716,643597,643695
1719,1717,643777,643734
1717,1718,643734,643735
2450,1720,1131236,644093
1731,1722,645016,644361
1731,1723,645016,644363
2451,1724,1131257,644427
1729,1724,644577,644427
2452,1725,1131258,644441
1721,1725,644334,644441
2452,1726,1131258,644448
2462,1726,1131314,644448
1727,1726,644470,644448
1728,1726,644494,644448
2462,1728,1131314,644494
1727,1728,644470,644494
2459,1729,1131301,644577
2460,1729,1131305,644577
2464,1729,1131334,644577
1714,1729,643485,644577
1738,1729,645897,644577
2456,1730,1131274,644843
1731,1730,645016,644843
2687,1731,1154071,645016
2459,1732,1131301,645046
1742,1732,646334,645046
1743,1732,646357,645046
2457,1733,1131277,645084
2457,1734,1131277,645088
1733,1734,645084,645088
1731,1735,645016,645452
1738,1736,645897,645571
2459,1737,1131301,645870
1728,1737,644494,645870
991,1738,126927,645897
150,1740,6913,646286
150,1741,6913,646289
1743,1742,646357,646334
1742,1743,646334,646357
2463,1744,1131330,646412
2470,1746,1131374,646809
2689,1746,1154076,646809
1750,1746,646913,646809
2468,1749,1131359,646900
2469,1749,1131360,646900
2510,1749,1132731,646900
1750,1749,646913,646900
2468,1750,1131359,646913
1753,1750,647413,646913
2689,1751,1154076,647315
1575,1754,577331,647447
2473,1755,1131421,648106
1756,1755,648112,648106
2472,1756,1131420,648112
2473,1756,1131421,648112
1755,1756,648106,648112
1757,1756,648121,648112
2472,1757,1131420,648121
1755,1757,648106,648121
1550,1758,567005,648232
2471,1759,1131414,648369
2474,1760,1131464,649730
2474,1761,1131464,649731
976,1761,123825,649731
2474,1762,1131464,649739
2477,1764,1131549,650807
2480,1764,1131565,650807
2478,1765,1131550,650814
2537,1767,1134346,653441
1171,1767,189774,653441
2531,1768,1133930,653628
2487,1769,1131728,654177
2489,1770,1131741,654326
1771,1770,654339,654326
2489,1771,1131741,654339
1770,1771,654326,654339
2493,1772,1131754,654519
2494,1773,1131828,656048
909,1774,103531,656231
2495,1775,1132073,662250
2284,1777,1123188,662416
1476,1778,431206,662572
2500,1779,1132406,671052
2502,1780,1132418,671269
2504,1780,1132443,671269
2506,1780,1132461,671269
2691,1780,1154123,671269
2692,1780,1154124,671269
2504,1781,1132443,671293
110,1782,6130,672064
2504,1783,1132443,672070
2691,1783,1154123,672070
2692,1783,1154124,672070
110,1783,6130,672070
1784,1783,672071,672070
2504,1784,1132443,672071
2506,1784,1132461,672071
110,1784,6130,672071
1783,1784,672070,672071
2508,1785,1132505,675649
2508,1786,1132505,675756
1785,1786,675649,675756
2508,1787,1132505,675847
2513,1788,1132857,682508
2513,1791,1132857,683294
1788,1791,682508,683294
1794,1792,683404,683355
1794,1793,683404,683360
1792,1794,683355,683404
1795,1796,684372,684531
1443,1797,395547,684972
1444,1798,395553,684986
1797,1798,684972,684986
1330,1804,273949,687401
2520,1806,1133008,688824
2521,1807,1133010,688849
1346,1808,289085,689152
1554,1810,573535,693143
1812,1810,695284,693143
2528,1814,1133428,696343
1265,1815,236759,696345
50,1815,2658,696345
1813,1815,696342,696345
1816,1815,696346,696345
2533,1819,1134031,709113
2534,1820,1134056,709518
2535,1823,1134197,711994
1171,1824,189774,714208
2698,1825,1154232,714256
2699,1825,1154233,714256
1163,1825,189572,714256
1826,1825,714260,714256
1828,1825,714748,714256
1528,1826,559804,714260
1829,1826,714879,714260
2697,1827,1154230,714289
2698,1827,1154232,714289
1162,1827,189571,714289
1528,1827,559804,714289
1824,1827,714208,714289
2701,1831,1154276,733167
2543,1832,1135122,733534
1888,1832,948147,733534
2540,1833,1135082,733576
2542,1834,1135115,734406
1836,1835,735311,735303
2549,1838,1135455,738941
1111,1838,162080,738941
1418,1839,367312,739280
1842,1839,746058,739280
1895,1840,950305,739707
2553,1841,1135894,739816
2587,1841,1140543,739816
2589,1841,1140548,739816
1418,1842,367312,746058
2554,1843,1135899,751408
2555,1844,1135955,752684
2567,1845,1136631,753047
2568,1845,1136634,753047
1846,1845,753070,753047
1847,1845,753264,753047
1848,1845,753265,753047
1857,1845,767763,753047
1845,1846,753047,753070
1847,1846,753264,753070
1857,1846,767763,753070
1845,1847,753047,753264
1857,1847,767763,753264
1845,1848,753047,753265
2556,1849,1136040,754594
2560,1850,1136393,755082
2557,1852,1136110,756061
2564,1852,1136446,756061
2565,1852,1136447,756061
2564,1853,1136446,762980
2565,1853,1136447,762980
2564,1854,1136446,763009
2565,1854,1136447,763009
2566,1854,1136449,763009
2564,1855,1136446,763010
2565,1855,1136447,763010
2566,1855,1136449,763010
1853,1855,762980,763010
2567,1857,1136631,767763
2571,1858,1137140,779960
1557,1861,573978,787016
2576,1863,1138619,814836
1210,1864,205196,815073
1210,1865,205196,815096
1867,1866,820661,817774
2580,1869,1139009,824245
2585,1870,1140231,851968
328,1871,19621,853114
1873,1871,853116,853114
1876,1871,853155,853114
328,1872,19621,853115
1871,1872,853114,853115
1873,1872,853116,853115
1876,1872,853155,853115
328,1873,19621,853116
1876,1873,853155,853116
2586,1874,1140289,853118
1874,1876,853118,853155
2707,1897,1155073,954315
